PreferredSponsors,Gender,Country,city,isFromSocialMedia,SignUpDate,Year,Month,NumPreferredSponsors,Excelerate
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,United States,Broken Arrow,1,2023-06-26,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Bangalore,1,2023-04-06,2023,4,5,True
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",2,Afghanistan,Kabul,0,2022-11-30,2022,11,3,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Hyderabad,1,2023-08-04,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,United States,plano,0,2022-09-05,2022,9,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",1,India,Pune,0,2022-10-27,2022,10,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Inkollu,0,2023-07-19,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,United States,Saint louis,1,2023-09-11,2023,9,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Cameroon,Bamenda,1,2023-04-08,2023,4,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,United States,Saint Louis,0,2023-08-19,2023,8,5,True
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",1,Rwanda,KIGALI,0,2022-11-16,2022,11,3,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Saudi Arabia,Dammam,1,2023-06-13,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Ibadan,0,2023-06-26,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,narasaroapet,0,2023-02-17,2023,2,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Ghana,Kumasi,1,2023-07-11,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Khopoli,0,2023-06-15,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",0,United States,Saint louis,0,2023-08-10,2023,8,5,True
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",2,United States,Chicago,0,2023-01-18,2023,1,3,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Vanasthalipuram,1,2023-05-13,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Victoria Island,0,2023-05-14,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Ibadan,0,2023-08-04,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Sokoto,1,2023-07-10,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Pakistan,Grid Station,1,2023-03-31,2023,3,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,United States,Troy,1,2023-06-28,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Lagos,0,2023-07-22,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,United States,Saint Peters,1,2023-05-25,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,AMAC,1,2023-06-15,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Jabalpur,1,2023-06-20,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Philippines,Cagayan de Oro City,1,2023-08-03,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,"Tanzania, United Republic of Tanzania",Arusha,1,2023-06-08,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Pune,1,2023-08-25,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Aranthangi,0,2023-01-06,2023,1,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Lucknow,0,2023-10-16,2023,10,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Chamba,0,2023-06-14,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Lagos,1,2023-03-30,2023,3,5,True
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",1,United Arab Emirates,AbuDhabi,0,2022-12-24,2022,12,3,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Kankia,1,2023-08-03,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Guntur,1,2023-06-30,2023,6,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",1,United States,Wildwood,0,2023-05-11,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Hyderabad,1,2023-06-15,2023,6,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",2,India,Tirunelveli,0,2022-08-13,2022,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Badvel,1,2023-07-22,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Ibadan,1,2023-08-13,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Katsina,0,2023-07-08,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Lagos,1,2023-08-09,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Anantapur,1,2023-08-05,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,United States,Chicago,0,2023-09-24,2023,9,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Pakistan,Gilgit,1,2023-08-04,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Awodiora Apapa,0,2023-06-19,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Islampur,1,2023-06-19,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Ghana,Accra,0,2023-02-20,2023,2,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Bhopal,1,2023-07-18,2023,7,5,True
"[""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",2,India,Coimbatore,0,2022-12-26,2022,12,4,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Enugu City,1,2023-06-16,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Namibia,Windhoek,0,2023-06-15,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,United States,Chicago,1,2023-09-12,2023,9,5,True
"[""Saint Louis University""]",1,United States,Saint Louis,0,2023-07-30,2023,7,1,False
"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",1,Malaysia,Alor Setar,0,2023-01-09,2023,1,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Pakistan,Rawalpindi,1,2023-07-08,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Nagpur,0,2023-08-04,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Vasai,0,2023-05-06,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Chennai,0,2023-07-12,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Owerri,1,2023-08-17,2023,8,5,True
"[""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",1,Pakistan,lahore,0,2022-12-05,2022,12,4,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Guntur,0,2023-02-23,2023,2,5,True
"[""Saint Louis University""]",2,United States,saint Louis,0,2023-10-04,2023,10,1,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Pakistan,Mirpurkhas,1,2023-03-28,2023,3,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,United States,Saint Louis,1,2023-06-23,2023,6,5,True
"[""Saint Louis University""]",2,India,sultanabad,0,2023-05-29,2023,5,1,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Mumbai,0,2023-07-09,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Thane,1,2023-07-17,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Ongole,1,2023-06-16,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Vietnam,Hai Phong,1,2023-07-07,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Bengaluru,1,2023-04-28,2023,4,5,True
"[""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,BENGALURU,1,2023-05-30,2023,5,3,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Aurangabad,0,2023-07-27,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Sriperumbudur,1,2023-08-02,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Hyderabad,1,2023-09-16,2023,9,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Ughelli,1,2023-06-21,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Vietnam,Ha Noi,0,2023-07-06,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Agbara,0,2023-08-12,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,United States,Allentown,1,2023-05-07,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Amritsar,1,2023-06-14,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Abak,0,2023-06-15,2023,6,5,True
"[""Saint Louis University""]",2,United States,SaintLouis,0,2023-09-09,2023,9,1,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,"Congo, The Democratic Republic of the Congo",Bukavu,1,2023-07-10,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Mumbai,1,2023-06-05,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Ghaziabad,1,2023-05-01,2023,5,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",2,India,Udupi,0,2022-09-25,2022,9,4,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Maiduguri,0,2023-08-07,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,United Arab Emirates,dubai,1,2023-10-28,2023,10,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Pakistan,Islamabad,1,2023-03-26,2023,3,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Trichy,1,2023-06-13,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Patna,0,2023-07-07,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Egypt,Maadi,1,2023-04-28,2023,4,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Philippines,Mixico,1,2023-06-15,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Pakistan,Bagh,0,2023-06-10,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Ghana,Takoradi,1,2023-04-24,2023,4,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Hanamkonda,1,2023-11-08,2023,11,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Gbagada,0,2023-06-17,2023,6,5,True
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",2,Ghana,Kumasi,0,2022-10-14,2022,10,3,True
"[""Saint Louis University""]",2,United States,Saint Louis,0,2023-07-26,2023,7,1,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Ethiopia,Bahir Dar,1,2023-03-13,2023,3,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,FCT,1,2023-07-12,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Madurai,0,2023-07-04,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Jayashankar Bhupallally,1,2023-04-30,2023,4,5,True
